,price,S(m2),bedrooms,WCs,Address,Direction,news_code,date,content,title,link
1402,,,,,,,,,"BATDONGSAN.VN
Batdongsan.vn là Website thuộc sở hữu của Công ty Cổ phần Đầu tư Tiếp thị Bất động sản Việt Nam (Batdongsan.vn.,JSC), thành lập ngày 14/10/2015, Mã số Doanh nghiệp 0107025430 và trụ sở tại Số 14 Villa D, The Manor, Khu đô thị mới Mỹ Đình Mễ Trì, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Thành phố Hà Nội.",,https://batdongsan.vn/annam112-174891
1403,"
														45 nghìn														/tháng													",600,,," Phường Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng",, 76885, 10:02 09/03/2022,"Chuyên cho thuê kho tách biệt, kho chung theo nhu cầu KH về loại kho (CFS, cross - docking... ), PCCC (spinkler, vách.. ), dịch vụ kho (xe nâng, bốc xếp, pallet.. ), vận chuyển (logistic). 
Liên hệ: Sang 0905.385.382. 

Kho trong KCN: 
* KCN Liên Chiểu: (Ngay hầm Hải Vân, thuộc QL1A, đường tránh AH1, cách cảng Liên chiểu 5 phút). 
Kho từ 2000 - 8000m2 giá 35k/m2/th. Kho kiên cố, đẹp, kín, nền sika, PCCC đầy đủ. 

* KCN Hòa Khánh: (10 phút đến Trung tâm TP, 5 phút cảng Liên chiểu, 5 phút đến AH1, ngay trên QL1A). 
1. 1500m2 và 1800m, cao 11m, nền sika, 4 cửa container, cẩu trụC 5T, giá 55k/m2/th thuận lợi sản xuất, gia công cơ khí, xuất nhập hàng. 
2. Kho từ 600 - 1200m2, giá 50k/m2/th đối diện KCN Hòa Khánh. 
3. Kho 1500m2 giá 42k/m2/th đường số 11B. 
4. Kho 1400m2 giá 50k/m2/th đường số 3. 
5. Kho 3500 có cẩu trục 5 tấn, - Giá: 55 nghìn/m2 đường số 6. 
6. Kho 2500m2 có cẩu trục 2.5 tấn, nền sika - Giá: 55 nghìn/m2/th. 
7. Kho 6800m2 có bục container, nền sika, cẩu trục 10T - Giá: Thương lượng. Đường số 3. 

* Kho KCN Hòa Cầm: (10 phút đến trung tâm TP, 15 phút cảng Tiên Sa, 5 phút đến AH1). 
600m2 giá 45k/m2 kiên cố cho sx nhẹ. 
900m2 giá 45k/m2 tách biệt, mát mẻ cho sx nhẹ. 
5000 - 7000m2 TL, cao 13m2, nền sika, có dock container, PCCC tự động. 
* Kho thuộc cảng: (cung cấp dịch vụ logistic). 
300m2, dock container, cao 11m, nền sika giá 55k/m2. 
650m2, cẩu trục 7T5, cao 13m, nền sika, giá 50k/m2. 
250m2, 300m2, 1600m2 kho kín, đầy đủ PCCC, giá 55k. M2. 

* Kho ngoài KCN: (Container vào tận nơi). 
500m2 Hoàng Văn Thái, Liên Chiểu - Giá: 42 nghìn/m2/th. 
920m2 Hoàng Văn Thái, 950m2, xây tường 100%, cao 8m, chứa hàng. Giá 50k/m2/th. 
200m2 Hồ Tùng Mậu, Liên Chiểu đường container, thuận tiện showroom buôn bán, 15tr/th. 

Công ty bất động sản Gold Land. 
Email: [email protected] 
Địa chỉ: 11 Trần Phú, Q. Hải Châu, TP. Đà Nẵng. 
Chuyên nhận ký gửi giới thiệu mua bán cho thuê đất, kho xưởng Đà Nẵng, Quảng Nam. 
Chuyên hỗ trợ tư vấn các giấy tờ về đầu tư dự án, DTM, giấy phép đầu tư về xây dựng, hoạt động kho xưởng,... Hỗ trợ doanh nghiệp nước ngoài (FDI) đầu tư tại các KCN tại Đà Nẵng, Quảng Nam.",Chuyên cho thuê kho KCN Hòa Khánh 600m2 - 2800m2 giá từ 45 nghìn/m2/th,https://batdongsan.vn/chuyen-cho-thue-kho-kcn-hoa-khanh-600m2-2800m2-gia-tu-45-nghinm2th-r76885
1404,"
														3.5 tỷ																											",700,2,1,,, 79720, 11:51 18/04/2022,"Nhà Vườn Sinh Thái KIỂU NHẬT
NHÀ XÂY DỰNG TẶNG KÈM NỘI THẤT
Vị trí: tại xã Lộc An, huyện Bảo Lâm, Lâm Đồng
- liền kề Resort Đôi Dép 5
- cách Quốc Lộ 20 chỉ 2km
- gần trạm dừng chân Tâm Châu 
- cách TP Bảo Lộc chưa đến 10km. 
Di chuyển vào TP. Bảo Lộc chỉ 15phút.

Diện tích đất: 300m2 - 700m2 
Pháp lý rõ ràng.
Sổ hồng sẵn tay.
Công chứng sang tên.

Thích hợp cho đầu tư một căn nhà nghỉ dưỡng tại Bảo Lộc.
Bàn giao nhà có nội thất, phù hợp cho người đầu tư không có nhiều thời gian thiết kế và xây dựng.
Nơi cuối tuần, dịp nghỉ lễ đây sẽ là nơi cho gia đình bạn bè sum họp vui chơi. Tận hưởng giá trị cuộc sống với không khí mát mẻ trong lành, thoải mái thư giản sao những ngày làm việc mệt nhọc.
Đầy đủ tiện ích nội khu, đơn vị quản lý chăm sóc,…
- Hồ cảnh quan, Sân vườn, Công viên, Hồ bơi,...

Dự án đang trong quá trình hình giá đưa ra giá bán hợp lý nhất
Mở bán với số lượng giới hạn, nhanh tay đặt chỗ để có ngay vị trí ưng ý nhất.

0865231194. quý anh chị liên hệ em để được tư vấn cụ thể hơn về dự án.",Bán Đất Kèm Nhà Kiểu Nhật Tại Lâm Đồng. 0865231194,https://batdongsan.vn/ban-dat-kem-nha-kieu-nhat-tai-lam-dong-0865231194-r79720
1405,"
														2.6 tỷ																											",65,2,2,,, 80668, 10:06 22/04/2022,"Bán căn hộ 65m2 West Bay Ecopark với 02PN và 2WC. Ban công hướng đông bắc, View hồ. Nội thất đã được trang bị đầy đủ, chỉ việc về ở. Căn hộ đã có sổ. Giá bán 2,6 tỷ bao phí. Liên hệ xem nhà 24/24.","Chính Chủ  Cần bán căn 65 m2 west bay giá 2,6 tỷ bao phí rẻ nhất thị trường",https://batdongsan.vn/chinh-chu-can-ban-can-65-m2-west-bay-gia-26-ty-bao-phi-re-nhat-thi-truong-r80668
1406,"
														17 triệu														/tháng													",74,2,2," Dự án The Tresor, Đường Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh",, 77725, 18:03 09/03/2022,"Tin thật 100% không đăng tin ảo tránh mất thời gian. 

LH Ms Dung O916O2O27O- Nhận ký gửi. 

Thông tin: 

- Diện tích: 74m2 (2 phòng ngủ, 2 WC). 

- Tình trạng: Đầy đủ nội thất. 

- Giá: 17 triệu/tháng. 

- View đẹp. 

Hỗ trợ tư vấn chọn và kiếm căn phù hợp với KH. 

LH: Ms Dung O916O2O27O(Zalo) đi xem nhà. 

Chuyên bán - cho thuê - nhận ký gửi các dự án.",Cho thuê CH Tresor 2PN 2WC 74m2 full NT siêu rẻ chỉ 17tr/th view đẹp. LH Ms Dung O916O2O27O xem nhà,https://batdongsan.vn/cho-thue-ch-tresor-2pn-2wc-74m2-full-nt-sieu-re-chi-17trth-view-dep-lh-ms-dung-o916o2o27o-xem-nha-r77725
1407,"
														80 triệu														/tháng													",110,,," Hai Bà Trưng, Hà Nội",, 77503, 15:44 09/03/2022,"Cho thuê nhà vị trí mặt phố Hòa Mã 110m2x5 tầng, MT4,5m, nhà mới hiện đại. thang máy,, hầm. Vị trí nằm đoạn trung tâm quận Hai Bà Trưng. 
Gía thuê: 80tr/th. 
Liên hệ Quang: 0946850055 (BĐS Quang Minh 4 Thể Giao)","Cho thuê nhà vị trí mới xây mặt phố Hòa Mã 110m2x5 tầng, MT4,5m, thang máy,, hầm",https://batdongsan.vn/cho-thue-nha-vi-tri-moi-xay-mat-pho-hoa-ma-110m2x5-tang-mt45m-thang-may-ham-r77503
1408,"
														8 triệu														/tháng													",23,3,2," Ngõ 18B, Phố Phạm Đình Hổ, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội",, 77799, 18:29 09/03/2022,"Nhà gần trường học, khu trung tâm thuận tiện sinh hoạt và đi lại. 
DT: 23m2. 
Giá: 8tr/th.",Cho thuê nhà trong ngõ 18B Phạm Đình Hổ,https://batdongsan.vn/cho-thue-nha-trong-ngo-18b-pham-dinh-ho-r77799
1409,"
														45 nghìn														/tháng													",550,,," Bàu Bàng, Bình Dương",, 75258, 13:19 08/03/2022,"Công ty Hoa Phượng Cho thuê kho, xưởng các KCN Bàu Bàng, Bình Dương. 
1. Diện tích cho thuê: 550m2 đến 55000m2. 
2. Đường xe cont, xe tải lớn. 
3. Khu vực kho, xưởng có riêng và chung có bảo vệ vòng ngoài, đường nội bộ rộng 8m. 
- Kho tự quản và cả kho full dịch vụ quản lý bốc xếp, nâng hạ, xe nâng... 
- Cho các loại hàng đóng pallet, hộp carton, hàng mỹ phẩm, hàng FMCG, hàng F&B, hàng xá, hàng rời... 
4. Phù hợp chứa hàng, kho phân phối, xưởng sản Xuất các loại ngành nghề. 
5. Bãi đỗ xe cho container, xe máy và xe hơi. 
6. Giá 45.000đ/m2/th đến 90.000đ/m2/th tùy diện tích và vị trí. 
Liên hệ: 
- Công ty TNHH Hoa Phượng Logistics. 
+ Web: hoaphuonglogistics.com.vn. 
+ Email: [email protected] 
+ Hotline: 0947404381. 
0938318289.","Công ty Hoa Phượng cho thuê kho, xưởng KCN Bàu Bàng, Bình Dương, có kho dịch vụ (550m2 đến 55000m2)",https://batdongsan.vn/cong-ty-hoa-phuong-cho-thue-kho-xuong-kcn-bau-bang-binh-duong-co-kho-dich-vu-550m2-den-55000m2-r75258
1410,"
														35 triệu														/tháng													",120,,," Dự án Vinhomes Smart City, Đường Đại lộ Thăng Long, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",, 66562, 00:11 04/03/2022,"Cho thuê shop mặt sảnh Vinhomes Smart City. 
- Diện tích 120m2. 
- Giá 35tr/tháng. 
- Phù hợp nhiều loại hình kinh doanh: Siêu thị, quán ăn, cửa hàng thời trang, văn phòng,... 
- Ngoài ra còn nhiều căn shop bán và cho thuê vị trí đẹp, giá tốt. 
Anh chị vui lòng liên hệ em Hiếu SĐT/zalo: 0931.226.998.",Cho thuê Shop mặt sảnh Vinhomes Smart City - 120m2 - giá 35tr - 7300 căn hộ - kinh doanh đỉnh,https://batdongsan.vn/cho-thue-shop-mat-sanh-vinhomes-smart-city-120m2-gia-35tr-7300-can-ho-kinh-doanh-dinh-r66562
1411,"
														20 triệu														/tháng													",50,1,1," Dự án Vinhomes Ocean Park Gia Lâm, Gia Lâm, Hà Nội",, 67095, 08:19 04/03/2022,"Quỹ căn cho thuê ki ốt shop chân đế Vinhomes Ocean Park. 2022. 
- Khu Sapphire 1. 
+ 73m2: 33tr (mặt đường, lô góc). 
+ 67m2: 22tr (Lô góc, nội khu vườn hoa). 
+ 80m2: 25tr (Nội khu, vườn hoa). 
- Khu Sapphire 2. 
+ 67m2: 25tr (Nội khu). 
+ 60m2: 23tr (mặt đường, đã hoàn thiện). 
+ 84m2: 40tr (Nội khu, Lô góc). 
+ 250m: 120tr (mặt đường, mặt sảnh). 
- Khu Ruby (Zen Park). 
+ 45m2: 23tr (Nội khu). 
+ 61m2: 35tr (mặt sảnh cư dân). 
+ 88m2: 45tr (mặt sảnh cư dân). 
+ 80m2: 43tr (Lô góc, mặt đường). 
+ 102m: 55tr (Lô góc, view vườn nhật, hồ cá koi, Làm caffe, Nhà hàng thì tuyệt). 
+ 170m2: 85tr (Lô góc, mặt đường, mặt sảnh, gần ngã 4). 
Trần Phong chuyên tư vấn mua bán cho thuê biệt thự liền kề shophouse shop đế dự án Vinhome Ocean Park.","Chính chủ cho thuê shop đế, Shophouse Vinhome Ocean Park giá chỉ từ 20tr/m",https://batdongsan.vn/chinh-chu-cho-thue-shop-de-shophouse-vinhome-ocean-park-gia-chi-tu-20trm-r67095
1412,"
														20 triệu														/tháng													",1000,,,,, 19101, 11:54 19/02/2022,"Cho thuê đất có mặt bằng, diện tích 1000m2, liên hệ để biết rõ hơn",Cho thuê đất,https://batdongsan.vn/cho-thue-dat-r19101
1413,"
														Thỏa thuận																											",127,,, Số 57 ngõ 325 Kim Ngưu,, 78253, 17:06 08/04/2022,"Cho Thue Chung cư 3 phòng ngủ, đầy đủ đồ , 2 vệ sinh tại Số 57 Ngõ 325 Kim Ngưu, Hà Nội. Vị trí trung tâm, gần trường học, bệnh viện thanh nhàn, chợ 8/3 ... . Ưu tiên cho hộ gia đình thuê.
Giá thuê: 15.000.000/ tháng. Liên hệ (chính chủ): Hằng: 0913351418","Cho Thuê Chung cư 3 phòng ngủ tại Số 57 Ngõ 325 Kim Ngưu, Hà Nội",https://batdongsan.vn/cho-thue-chung-cu-3-phong-ngu-tai-so-57-ngo-325-kim-nguu-ha-noi-r78253
1414,"
														2.8 tỷ																											",30,3,3,,, 81318, 19:09 23/04/2022,"Bán nhà đẹp phố Ngô Sĩ Liên 30m2 – 4 tầng – Mặt tiền 3.5m - Gía 2.8 tỷ.

+ Ngõ trước nhà bagac đỗ, ngõ thông tứ tung, gần phố.
+ Nhà đẹp, lô góc thoáng, về ở ngay.
+ Khu vực dân trí cao, bước ra đầu ngõ là chợ, trường, hàng quán bạt ngàn. Gần các phố như Văn Miếu Quốc Tử Giam, Tôn Đức Thắng...gần các bệnh viện lớn.
+ Sổ nét căng, sẵn giao dịch.

Liên hệ: Em Hạnh 0974071593.",NHÀ LÔ GÓC ĐẸP LONG LANH – GIÁ NHỈNH 2 TỶ.,https://batdongsan.vn/nha-lo-goc-dep-long-lanh-gia-nhinh-2-ty-r81318
1415,"
														4.7 triệu																											",19200,,, Thành phố Hồ Chí Minh,, 81417, 13:44 25/04/2022,"Đất Trung An - Củ Chi 
Diện tích: 19.200m2
Đặc tính: Đất thổ cư 3.300m2, 180m mặt tiền, cao ráo, bằng phẳng, vuông rìa xát cạnh KHÔNG ĐÂU ĐẸP BẰNG
Đường nhựa vào tới đất 
Xung quanh nhà xưởng và nhà trọ nhiều đang quy hoach KDC mới 
Thích hợp đầu tư phân lô, mở xưởng, kho",Đất mặt tiền 180m ở Trung An -  Củ Chi,https://batdongsan.vn/dat-mat-tien-180m-o-trung-an-cu-chi-r81417
1416,,,,,,,,,"BATDONGSAN.VN
Batdongsan.vn là Website thuộc sở hữu của Công ty Cổ phần Đầu tư Tiếp thị Bất động sản Việt Nam (Batdongsan.vn.,JSC), thành lập ngày 14/10/2015, Mã số Doanh nghiệp 0107025430 và trụ sở tại Số 14 Villa D, The Manor, Khu đô thị mới Mỹ Đình Mễ Trì, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Thành phố Hà Nội.",,https://batdongsan.vn/tranhuyen1987-174908
1417,"
														15 tỷ																											",76,4,5, Hà Nội,, 81492, 16:00 25/04/2022,"Nhà phân lô oto đỗ cửa diện tích rộng MT6,5m giá hữu nghị 15tỷ.
_ Vị trí :Trên măỵ phố Nghĩa Tân , cách đường Nguyễn Phong Sắc 10 phút đi bộ . Xung quanh có nhiều tiện ích , dịch vụ giải trí , khu vực dân trí cao , an sinh cực tốt. Khu vực tiềm năng phát triển mạnh trong tương lai.
_ Nhà 7 tầng diện tích 70m2 , mặt tiền 7m , nội thất tiện nghi sang trọng , quanh năm thoáng mát.
+ Tầng 1 phòng khách , nhà bếp , WC .
+ Tầng 2 một phòng ngủ mênh mông.
+ Tầng 3, 4 mỗi tầng một phòng ngủ .
+Tầng 5 phòng thờ, sân phơi.
Liên hệ Tuấn Anh để biết thêm thông tin chi tiết . 0382167912.
Tuấn Anh uy tín tạo thương hiệu .","Nhà phân lô oto đỗ cửa diện tích rộng MT6,5m giá hữu nghị 15tỷ.",https://batdongsan.vn/nha-phan-lo-oto-do-cua-dien-tich-rong-mt65m-gia-huu-nghi-15ty-r81492
1418,"
														15 tỷ																											",93,,,,, 42728, 18:10 22/02/2022,"LỊCH MỞ BÁN CHÍNH THỨC DỰ KIẾN 08/03/2022 CỦA SHOP THƯƠNG MẠI VINHOMSE GRAND PARK
???????? ????????̆???? ???????????????????????????????????? ????????????̛̣???? ????????????̂́???? ????Đ????, ????????̣̆???? ????????????̂̀???? ???????????? ???????????????? ???????????????? ????????̃???? đ????̂̉ ????????, ???????? ????????????, ????????̣???? ???? ????????̣ ????????????́ đ????̆́???? đ????̣???? ????????????̂́????.
* ????????̣???? ????????????????.
- Liền kề bãi đỗ xe 56 chỗ. Chưa có vị trí shophouse nào đáp ứng được điều này.
- Đối diện với cụm Manhattan Glory, với 48ha. Hơn 1000 căn nhà phố chuyên để ở.
- Hiện tại trục đường NXLP đã có 1 vài shophouse đang thi công hoàn thiện nội thất: Như ngân hàng techcombank căn NXLP_82,
- Trục này rộng nhất dự án 30m. Sẽ là trục xương sống huyết mạch của dự án.
+ Quỹ căn: 56 căn.
- Tổng diện tích đất XD: 90 - 294m2.
- Diện tích đất XD: 90 - 93m2.
- Quy chuẩn:
+ Ngang: 6m.
+ Dài: 15m.
1trệt 4 lầu và áp mái,
Tổng DT sàn XD TB: 350 - 400m2.
* ????????̣???? ????????̃???? ????????̉???? ????????????????????????????.
- Origami với 3 trục đường chính là Anh Đào, Anh Đào 3, Anh đào 1 rộng 24m.
Đây là phân khu căn hộ rất đặc biệt được đầu tư lớn từ đường xá, khu vườn Nhật Origami rộng đến 3400m2, Hoặc bao bọc là dãy trường học, và hệ thống tiện ích nội khu đẳng cấp. Phục vụ cho nhu cầu mua sắm giải trí cao của cư dân the Origami.
- Đặc biệt chỉ với 18 căn Shophouse TMDV mặt tiền đường 24m, liên thông với trục D2A trục chính kết nối ra CV 36ha.
- DT đất:
- Tổng diện tích đất XD: 174 - 290m2.
- Diện tích đất XD: 60.4m2 - 104m2.
- Quy chuẩn:
+ Ngang: 6 hoặc ngang 9.9m.
+ Dài: 18m.
1trệt 4 lầu và áp mái,
Tổng DT sàn XD TB: 350 - 400m2.
* Shophouse TMDV là loại hình đầu tiên được giới thiệu tại đại đô thị của Vinhomes tại HCM",Shop Thương Mại vị trí trắc địa tại Vinhome,https://batdongsan.vn/shop-thuong-mai-vi-tri-trac-dia-tai-vinhome-r42728
1419,"
														16 triệu														/tháng													",35,,," Phố Văn Miếu, Đống Đa, Hà Nội",, 77486, 15:54 09/03/2022,"Cho thuê nhà MP khu Văn Miếu. 
Kết cấu: 
Mặt tiền 5m. 
Diện tích 35m2x5T. 
T1 - T5 thông sàn 1 vệ sinh. 
Nhà đã trang bị đủ điều hòa, nóng lạnh. 
Giá cho thuê 16 triệu/tháng. 
LH 0982987227(zalo - viber) để được tư vấn chi tiết. MTG.","Cho thuê nhà MP Văn Miếu, DT 35m2x5T, thông sàn, nhà mới, giá cho thuê 16 triệu/tháng. 0982987227",https://batdongsan.vn/cho-thue-nha-mp-van-mieu-dt-35m2x5t-thong-san-nha-moi-gia-cho-thue-16-trieuthang-0982987227-r77486
1420,"
														6.8 tỷ																											",100,,,,, 46280, 08:30 23/02/2022,"???? Mở bán Shophouse Picity Quận 12, vừa ở vừa kinh doanh 1 trệt 1 lầu. Thanh toán chỉ 30% nhận nhà, chủ đầu tư cam kết thuê lại.
✌️✌️???? Cơ hội trúng xe mercedes - SH 150i
✌️✌️???? CK 2%/ SP
✌️✌️???? Tặng 1 CÂY VÀNG / mỗi sản phẩm cọc thành công (đối với 10 sarnphaarm shophouse đầu tiên)
✌️✌️???? Tặng gói cam kết thuê căn hộ
???? Dễ dàng gia tăng lợi nhuận,
- Thiết kế hiện đại, đa dạng công năng vừa ở vừa kinh doanh
- Nằm ngay ????????̣???????? ????????????????̂́???? ???????????????????? ????????̂́ ???? ????????????̂̀???? ????????̆???????? ????????̆???????? ????????????́ ????????????
- ▪️Vị trí tọa lạc vàng ngay ???????????????????? ????????̂???? ???????????????? ????????̂́ ????????????̣̂???? ????????, kết nối giao thương giữa các quận Tây Bắc Sài Gòn
- Lợi thế tiềm năng tại khu đông dân cư (????????.???????????? ????????̛ ????????̂???? nội ngoại khu)
- Có tầng trệt cao đến 6,4m, gia chủ dễ dàng bố trí thêm tầng lửng để kinh doanh hoặc cho thuê.
???? Sổ hồng sở hữu lâu dài - Pháp lí đầy đủ, minh bạch, rõ ràng
----Dự án được phát triển bởi Tập đoàn Pi Group.----
???? Picity High Park - Khu căn hộ resort đầu tiên và quy mô lớn nhất tại khu Tây TP.HCM
???? Địa chỉ dự án và nhà mẫu: Số 9A, đường Thạnh Xuân 13, phường Thạnh Xuân, quận 12, TP.HCM
Liên hệ: Em Giang",Mở bán Shophouse PiCiTy High Park - TT Quận 12,https://batdongsan.vn/mo-ban-shophouse-picity-high-park-tt-quan-12-r46280
1421,"
														20 triệu														/tháng													",150,,," Đường Bắc Hải, Quận 10, Hồ Chí Minh",, 77531, 16:39 09/03/2022,"Cần cho thuê nhà mặt tiền số 10C Bắc Hải quận 10 
Diện tích là 3.8x20m 2 tầng lầu cầu thang gần cuối nhà 
Nhà nằm trong khu tập trung nhiều văn phòng, nhiều siêu thị, ngân hàng, trường học rất thích hợp để kinh doanh mọi ngành nghề 
Gía cho thuê 20tr. Liên hệ xem nhà 0933410615 Anh Hiển",Cần cho thuê nhà mặt tiền số 10C Bắc Hải quận 10,https://batdongsan.vn/can-cho-thue-nha-mat-tien-so-10c-bac-hai-quan-10-r77531
1422,"
														282.8 nghìn														/tháng													",230,,," Hapulico Complex, số 1, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",, 77663, 17:28 09/03/2022,"BQL tòa nhà trực tiếp cho thuê văn phòng Hapulico, Center Building số 1 Nguyễn Huy Tưởng, Thanh Xuân, Hà Nội. 

Tòa nhà Hapulico được thiết kế gồm 25 tầng nổi 2 tầng hầm để xe với diện tích xây dựng là 2000m2. 
Thông số văn phòng cho thuê: 
+ Diện tích văn phòng cho thuê 1 sàn là 1500m2/sàn. 
+ Diện tích trống cho thuê: 80m2 - 150m2 - 300m2 - 500m2 lô góc rất nhiều ánh sáng tự nhiên và thoáng, view đẹp. 
+ Giá thuê: 282.808 vnđ/m2/tháng. 
+ Tòa nhà trang bị: 8 thang máy tốc cao trọng tải 1150.000đg, hệ thống điều hòa trung tâm, hệ thống PCCC tiêu chuẩn, hệ thống an ninh bảo vệ 24/24. 
+ Thanh toán: 3 tháng/lần. 
+ Miễn phí 1 tháng cho khách thuê văn phòng. 

Quý khách có nhu cầu thuê văn phòng Hapulico, Center Building và những tòa nhà văn phòng tại Hà Nội xin vui lòng liên hệ. 
Hotline: Mr Tùng 0987 253 105 (Call/Zalo). 
Cam kết không thu phí khách hàng, miễn phí 100% phí tư vấn, hỗ trợ khách hàng tối đa tới khi tìm được văn phòng ưng ý nhất. 
Xin cám ơn đã đọc tin!","BQL trực tiếp cho thuê văn phòng Hapulico Vũ Trọng Phụng, 80 - 150 - 350 - 500m2 giá 282.808ng/m2",https://batdongsan.vn/bql-truc-tiep-cho-thue-van-phong-hapulico-vu-trong-phung-80-150-350-500m2-gia-282808ngm2-r77663
1423,"
														80 nghìn														/tháng													",200,,," Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội",, 75164, 12:17 08/03/2022,"Cần cho thuê kho xưởng có diện tích 100 - 200 - 300m2 tại làng nghề Triều Khúc, Tân Triều, Thanh Trì, Hà Nội. 
Kho công ty, pháp lý đầy đủ. 
+ Diện tích kho cho thuê là 100 - 200 - 300m2. 
+ Kho xưởng xây dựng cao ráo, thoáng mát, trần cao 7m, sàn bê tông đánh bóng sạch sẽ, điện nước đầy đủ, cont đỗ cửa. 
+ Ưu tiên làm kho chứa hàng hóa. 
+ Bảo vệ 24/24. 
+ Dịch vụ vận tải, nâng hạ, bốc xếp tại kho. 
+ Gía chỉ 80.000đ/m2/tháng. 
Anh chị quan tâm vui lòng liên hệ Hotline 0961 050 262 gặp em Trung để trao đổi chi tiết.","Cho thuê kho xưởng DT 100 - 200 - 300m2 tại làng nghề Triều Khúc, Tân Triều, Thanh Trì, Hà Nội",https://batdongsan.vn/cho-thue-kho-xuong-dt-100-200-300m2-tai-lang-nghe-trieu-khuc-tan-trieu-thanh-tri-ha-noi-r75164
1424,"
														25 triệu														/tháng													",300,,, Đường Hồ Nghinh, Đông, 11034, 15:52 18/02/2022,"Cho thuê lô đất 300m2 ngang 12m
mặt tiền đường Hồ Nghinh, Sơn Trà, gần công viên, KDC đông đúc….
phù hợp với việc mở nhà hàng, quán nhậu...
cho thuê lâu dài, giá thuê 25tr/tháng
thanh toán 3-6 tháng/lần, trượt giá 10%/năm
xin cảm ơn!",Cho Thuê ĐẤT mặt tiền đường HỒ NGHINH,https://batdongsan.vn/cho-thue-dat-mat-tien-duong-ho-nghinh-r11034
1425,"
														9.24 tỷ																											",168,,,,, 79049, 22:58 14/04/2022,"Chính   bán đất mặt tiền thới an 10- quận 12 
Diện tích 8mx21m tổng 168m thổ cư đã tách thành 2 sổ 
 Giá 4tỷ6 / sổ 
Đường trước nhà 8m, gần quốc lộ, khu dân cư hiện hữu",Bán đất quận 12,https://batdongsan.vn/ban-dat-quan-12-r79049
1426,"
														784 triệu																											",1400,,,,, 81373, 14:25 25/04/2022,"????  ???? ???? bán 1,4sào đất HNK  thuộc  NInh Quý 2 ,phước  sơn  ,Ninh  Phước, ninh  thuận
????  ???? ???? đất  rất  phẳng nở hậu,có  mương  nước  chảy  qua  sau  đất
???? ???? ???? đường đất  cách  xe  oto  20m, giá  560trr/sàoo
???? chủ cắt  lại  300m2 để  ở  nên  ai mua sang tên nguyên sổ rồi viết giấy tay lại choa chủ  phần đất ????
???? ????  ???? ???? ???? call me  0879779456 ???? ???? ???? ???? ???? ???? ???? ????","Cần bán 1,4 sào đất HNK ninh  quý2, phước sơn ,ninh phước, ninh thuận giá 560tr/sào",https://batdongsan.vn/can-ban-14-sao-dat-hnk-ninh-quy2-phuoc-son-ninh-phuoc-ninh-thuan-gia-560trsao-r81373
1427,"
														4.15 tỷ																											",75,,,, Tây-Bắc, 81061, 14:18 24/04/2022,"⛳Vị trí: Nằm trên trục đường Hương Lộ 2 thuộc Phường Bình Trị Đông A Và phường Tân Tạo, Quận Bình Tân, Thành Phố Hồ Chí Minh.
????️ Hạ Tầng: Tuyến đường nội bộ được trải nhựa 100%, điện âm, nước máy, đèn đường đã hoàn thiện.
????️ Diện tích từ: 50m2 đến 100m2.
☄️ Chiều ngang: 4m, 5m, 6m
☄️Chiều dài: 10m, 12m, 15m, 20m.
???? Tiện ích: xung quanh khu Dân Cư
☄️200m đến chợ mỹ nga, trường mầm non.
☄️300m đến 02 siêu thị bách hóa xanh.
☄️300m đến trạm xe buýt tuyến 25. (kết nối Quận Bình Tân,Q5,Q6,Q8)
☄️ 500m đến phòng khám đa khoa tây lân.
☄️ 180m đến trạm xăng dầu.
☄️ 1km đến thế giới di động, điện máy xanh, quốc lộ 1A.
☄️ 2km đến Siêu thị Co.op mart .
☄️ 2km đến trường học cấp 1, cấp 2 bình trị đông, bệnh viện quận bình tân.
☄️ 5km đến aeon mall bình tân, bệnh viện CIH khu tên lửa.
????️ Xây dựng: Tự do, không giới hạn thời gian xây dựng.
????PHÁP LÝ:
+ Đất thổ cư 100%.
+ Sổ hồng riêng từng nền, công chứng trong ngày.
???????????? PHƯƠNG THỨC THANH TOÁN:
+ Đợt 1: 30% (ký hợp đồng đặt cọc).
+ Đợt 2: 68% (ký hợp đồng công chứng). Thời gian 45 ngày kể từ đặt cọc.
+ Đợt 3: 2% (nhận sổ). Thời gian 45 ngày kể từ đi sang tên công chứng.
♨️Đặt Biệt: Ngân Hàng Hỗ Trợ 70% Giá Trị Sản Phẩm",Tin Sốt Dẻo.Đất Trao Tay Nhận Ngay ưu Đãi Quận Bình Tân .HCM,https://batdongsan.vn/tin-sot-deodat-trao-tay-nhan-ngay-uu-dai-quan-binh-tan-hcm-r81061
